"Fecha","TipoCambio"
May15,3.15045
Jun15,3.16123809523809
Jul15,3.18125
Ago15,3.23835714285714
Sep15,3.21861363636364
Oct15,3.248375
Nov15,3.33664285714286
Dic15,3.38266666666667
Ene16,3.437325
Feb16,3.50590476190476
Mar16,3.40738095238095
Abr16,3.30154761904762
May16,3.33372727272727
Jun16,3.31657142857143
Jul16,3.29873684210526
Ago16,3.33304545454545
Sep16,3.38229545454546
Oct16,3.38595238095238
Nov16,3.40289473684211
Dic16,3.39535714285714
Ene17,3.34
Feb17,3.259825
Mar17,3.26373913043478
Abr17,3.24736111111111
May17,3.27286363636364
Jun17,3.2678
Jul17,3.24892105263158
Ago17,3.24143181818182
Sep17,3.24616666666667
Oct17,3.25104545454545
Nov17,3.24052380952381
Dic17,3.24618421052632
Ene18,3.21516666666667
Feb18,3.248375
Mar18,3.2519
Abr18,3.230625
May18,3.27361363636364
Jun18,3.27095
Jul18,3.27659523809524
Ago18,3.28807142857143
Sep18,3.311325
Oct18,3.33390909090909
Nov18,3.374675
Dic18,3.36402631578947
Ene19,3.34386363636364
Feb19,3.321475
Mar19,3.30469047619048
Abr19,3.303825
May19,3.33236363636364
Jun19,3.32565
Jul19,3.29021428571428
Ago19,3.37756
Sep19,3.35735714285714
Oct19,3.3597619047619
Nov19,3.3717
Dic19,3.35519047619048
Ene20,3.32736363636364
Feb20,3.39035
Mar20,3.49136363636364
Abr20,3.3975
May20,3.42115
Jun20,3.47016666666667
Jul20,3.51656818181818
Ago20,3.56392857142857
Sep20,3.55490909090909
Oct20,3.59561363636364
Nov20,3.6077619047619
Dic20,3.60261904761905
Ene21,3.624575
Feb21,3.645275
Mar21,3.70815217391304
Abr21,3.69945
May21,3.77354761904762
Jun21,3.91030952380952
Jul21,3.94005
Ago21,4.08619047619048
Sep21,4.10747727272727
Oct21,4.01505
Nov21,4.01959523809524
Dic21,4.03697727272727
Ene22,3.88928571428572
Feb22,3.7908
Mar22,3.73878260869565
Abr22,3.73973684210526
May22,3.75754545454545
Jun22,3.74714285714286
Jul22,3.90218421052632
Ago22,3.87379545454545
Sep22,3.89770454545455
Oct22,3.97871428571429
Nov22,3.87730952380952
Dic22,3.829175
Ene23,3.83278571428571
Feb23,3.840875
Mar23,3.77960869565217
Abr23,3.76561111111111
May23,3.68870454545455
Jun23,3.65104761904762
Jul23,3.6013
Ago23,3.69634090909091
Sep23,3.72966666666667
Oct23,3.84440909090909
Nov23,3.76188095238095
Dic23,3.73368421052632
Ene24,3.73980952380952
Feb24,3.82730952380952
Mar24,3.70955263157895
Abr24,3.71315909090909
May24,3.73097727272727
Jun24,3.78463157894737
Jul24,3.7644
Ago24,3.741325
